"pub47"|"make"|"model"|"type"|"serial_number"|"parameter"|"reference"
"ECDIS system by SAM Electronics"|"SAM Electronics"|"ECDIS"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"ECDIS"|"UNKNOWN"|"ECDIS"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"EI/4154"|"UNKNOWN"|"EI/4154"|"UNKOWN"|"UNKOWN"|"SLP"|"NA"
"EIWA / CS-21"|"SUNOH"|"CS-21"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"EIWA / TSUKUBA INSTRUMENT CO. LTD; JAPAN.  CS-21."|"SUNOH"|"CS-21"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"EIWA / TSUKUBA INSTRUMENT CO. LTD; JAPAN."|"SUNOH"|"CS-21"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"EIWA CS-21 TSUKUBA Sano"|"SUNOH"|"CS-21"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"EIWA CS-21"|"SUNOH"|"CS-21"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"EIWA"|"SUNOH"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"EIWA/008450"|"SUNOH"|"UNKNOWN"|"UNKNOWN"|"008450"|"SLP"|"NA"
"EIWA/008456"|"SUNOH"|"UNKNOWN"|"UNKNOWN"|"008456"|"SLP"|"NA"
"EIWA/5040"|"SUNOH"|"UNKNOWN"|"UNKNOWN"|"5040"|"SLP"|"NA"
"EIWA/UNKNOWN"|"SUNOH"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"EIWACorp."|"SUNOH"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"EPPLY PSP and PIR"|"EPPLY"|"PSP and PIR"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"Ex Bader III Vaisala PTB220B"|"VAISALA"|"PTB220"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"FEINGERA TEBAN"|"FISCHER"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"FEINGERATEBAU K. FISCHER 2250"|"FISCHER"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"2250"|"SLP"|"NA"
"FISCHER  103 PM"|"FISCHER"|"103PM"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"FISCHER  ANEROID"|"FISCHER"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"FISCHER "|"FISCHER"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"FISCHER 103PM"|"FISCHER"|"103PM"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"FISCHER"|"FISCHER"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"FISHER"|"FISHER"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"FRIEZ"|"FRIEZ"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"FUESS ANEROID"|"FUESS"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"FUESS"|"FUESS"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"FUJI YANMAR"|"FUJI YANMAR"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"Feingera Teban"|"FISCHER"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"Fischer  Aneroid"|"FISCHER"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Fischer "|"FISCHER"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Fischer 103 PMB"|"FISCHER"|"103PMB"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Fischer 103PM"|"FISCHER"|"103PM"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Fischer Aneroid Barometer"|"FISCHER"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Fischer Aneroid"|"FISCHER"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Fischer"|"FISCHER"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Fisher"|"FISHER"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Fuess"|"FUESS"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Fugro GEOS"|"Fugro GEOS"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"Furuno AIRMAR PB100"|"FURUNO AIRMAR"|"PB100"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"Generic Chineese Aneroid"|"UNKNOWN"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"German"|"UNKNOWN"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Gill MetPak-II"|"GILL"|"METPACK-II"|"BAROMETER_WEATHERSTATION"|"UNKNOWN"|"SLP"|"NA"
"Gilley"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Gillie "|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Gillie"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"HANSEATIC INSTRUMENT HAMBURG"|"HANSEATIC"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"HANSEATIC UNKNOWN"|"HANSEATIC"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"HANSEATIC"|"HANSEATIC"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"HANSEATIC-HAMBURG"|"HANSEATIC"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"HANSEATIC/UNKNOWN"|"HANSEATIC"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"HANSEATICK"|"HANSEATIC"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"HANSEATICK/UNKNOWN"|"HANSEATIC"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"HANSEATZIC"|"HANSEATIC"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"HASEATICK/UNKNOWN"|"HANSEATIC"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"HISAMATSU / NO. 242682"|"HISAMASTU"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"NO. 242682"|"SLP"|"NA"
"HISAMATSU / TN-9A-II"|"HISAMATU"|"TN-9A-II"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"HISAMATSU MFG CO.  / TN-6"|"HISAMATSU"|"TN-6"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"HISAMATSU/242587"|"HISAMATSU"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"242587"|"SLP"|"NA"
"HISAMATSU/242659"|"HISAMATSU"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"242659"|"SLP"|"NA"
"HITAMATSU/242586"|"HISAMATSU"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"242586"|"SLP"|"NA"
"HITAMATSU/242657"|"HISAMATSU"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"242657"|"SLP"|"NA"
"HITAMATSU/242682"|"HISAMATSU"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"242682"|"SLP"|"NA"
"HITAMATSU/242723"|"HISAMATSU"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"242723"|"SLP"|"NA"
"Ha AGI Type 8"|"Ha AGI"|"Type 8"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"Hanseatic Aneroid Barometer"|"HANSEATIC"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Hanseatic Instruments Hamburg"|"HANSEATIC"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Hanseatic Instruments"|"HANSEATIC"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Hanseatic instruments"|"HANSEATIC"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Hanseatic"|"HANSEATIC"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Hanseatic/UNKNOWN"|"HANSEATIC"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Hansger"|"HANSGER"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Hensatic 180"|"HANSEATIC"|"180"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Holostorique"|"UNKNOWN"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Honeywell IAS"|"HONEYWELL"|"UNKNOWN"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"IMD"|"IMD"|"UNKNOWN"|"BAROMETER_MERCURY"|"UNKNOWN"|"SLP"|"NA"
"ISSUED WITH CASE MECHANISM LTD MK I"|"MECHANISM LTD"|"MK I"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"ISSUED WITH CASE MECHANISM LTD MK II"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"ISSUED WITH CASE N&Z MK I"|"NEGRETTI & ZAMBRA"|"MK I"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"ISSUED WITH CASE N&Z MK II"|"NEGRETTI & ZAMBRA"|"MK II"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"ISSUED WITH CASE. MECHANISM LTD MK II"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"ISUZU 90730311"|"ISUZU"|"UNKNOWN"|"UNKNOWN"|"90730311"|"SLP"|"NA"
"ISUZU"|"ISUZU"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"ISUZU/UNKNOWN"|"ISUZU"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"ITAMI UNKNOWN"|"ITAMI"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"ITAMI"|"ITAMI"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"ITAMI/UNKNOWN"|"ITAMI"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"IVER C.WEILBACH"|"IVER C. WEILBACH & CO"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"Iver C Weilbach"|"IVER C. WEILBACH & CO"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"Iver C. Weilbach and Co. Viking"|"IVER C. WEILBACH & CO"|"VIKING"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"Iver C. Weilbach"|"IVER C. WEILBACH & CO"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"Iver C.Weilbach"|"IVER C. WEILBACH & CO"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"JAPAN"|"JAPAN"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"Japan"|"JAPAN"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"KDG"|"KDG"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"KEIKI Aneroid"|"OTA KEIKI SEISAKUSHO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"KEIKI SEISAKUSHO"|"OTA KEIKI SEISAKUSHO"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"KEIKI SEISAKUSHU / 9A-05"|"OTA KEIKI SEISAKUSHO"|"9A-05"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"KEIKI"|"OTA KEIKI SEISAKUSHO"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"KELVIN HUGHES"|"KELVIN HUGHES"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"KOLLSMAN"|"KOLLSMAN"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"KOSHIN DENKI AP-012"|"KOSHIN DENKI"|"AP-012"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"KOSHIN DENKI"|"KOSHIN DENKI"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"Kanseatic Instruments"|"HANSEATIC"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Keiki Seisakushio 9-A-05"|"OTA KEIKI SEISAKUSHO"|"9A-05"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Keiki Seisakusho 9-A"|"OTA KEIKI SEISAKUSHO"|"9A-05"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Keiki Seisakusho"|"OTA KEIKI SEISAKUSHO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Keiki Seisakushu / 9A-05"|"OTA KEIKI SEISAKUSHO"|"9A-05"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Kelvin Huges"|"KELVIN HUGHES"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"LACROSS"|"LACROSS"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"LAMBRECHT WEATHER STATION"|"LAMBRECHT"|"WEATHER STATION"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"LAMBRECT METEOROLOGICAL INSTRUMENTS"|"LAMBRECHT"|"UNKNOWN"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"LAMPRECHT"|"LAMBRECHT"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"LAURA SUARDI"|"LAURA SUARDI"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"LILEY GILLIE"|"LILLEY & GILLIE"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"LILIEY & GILLIE"|"LILLEY & GILLIE"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"LILLEY  GILLIE"|"LILLEY & GILLIE"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"LILLEY & GILLEY/2574"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"2574"|"SLP"|"NA"
"LILLEY & GILLEY/UNKNOWN"|"LILLEY & GILLIE"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"LILLEY & GILLIE / 050015020"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"050015020"|"SLP"|"NA"
"LILLEY & GILLIE"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"LILLEY & GILLIE/0703902"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"0703902"|"SLP"|"NA"
"LILLEY & GILLIE/4890"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"4890"|"SLP"|"NA"
"LILLEY & GILLIE/5466"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"5466"|"SLP"|"NA"
"LILLEY & GILLIE/6003"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"6003"|"SLP"|"NA"
"LILLEY & GILLIE/6197"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"6197"|"SLP"|"NA"
"LILLEY &GILLEY/UNKNOWN"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"LILLEY AND GILLEY  NORTH SHIELD"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"LILLEY AND GILLEY 2017"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"2017"|"SLP"|"NA"
"LILLEY AND GILLEY UNKNOWN"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"LILLEY AND GILLEY"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"LILLEY AND GILLIE"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"LILLEY ET GILLIE"|"LILLEY & GILLIE"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"LILLEY GILLIE"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"LILLEY"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"LILLEYGILLIE"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"LILLY & GILLEY"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"LITSUKI KEIKI CO LTD. YOKOHAMA/1079"|"UTSUKI KEIKI CO LTD"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"1079"|"SLP"|"NA"
"LITSUKI KEIKI CO LTD. YOKOHAMA/34036"|"UTSUKI KEIKI CO LTD"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"34036"|"SLP"|"NA"
"La Cross technology WS-9057U-IT"|"LACROSSE TECHNOLOGY"|"WS905"|"BAROMETER_WEATHERSTATION"|"UNKNOWN"|"SLP"|"NA"
"LaCross"|"LACROSSE TECHNOLOGY"|"UNKNOWN"|"BAROMETER_WEATHERSTATION"|"UNKNOWN"|"SLP"|"NA"
"Lambrecht Weather Station"|"LAMBRECHT"|"UNKNOWN"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"Laura Guardi"|"LAURA SUARDI"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Laura Suadi"|"LAURA SUARDI"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Laura Suardi SRL"|"LAURA SUARDI"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Laura Suardi"|"LAURA SUARDI"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Lilley  Gillie"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Lilley & Gillie"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Lilley Gillie"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Lilley and Gilley"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Lilley and Gillie / FW0015"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Lilley and Gillie Nautilus"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Lilley and Gillie"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Lilley et Gillie"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Lilley gillie"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Lillie and Gillie"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Lillie and gillie"|"LILLEY & GILLIE"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"MARINE ANERIOD BAROMETER"|"UNKNOWN"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"MECANISM Mk2"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECH LTD"|"MECHANISM LTD"|"UNKNOWN"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECH"|"MECHANISM LTD"|"UNKNOWN"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM  MK2"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM  SER NO 784/68"|"MECHANISM LTD"|"UNKNOWN"|"UNKNOWN"|"784/68"|"SLP"|"NA"
"MECHANISM - MK 2"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM LTD CROYDON P.A.B MK2"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM LTD MECHANISM LTD MK II"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM LTD MK I"|"MECHANISM LTD"|"MK I"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM LTD MK II"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM LTD MK2 M 2236"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"2236"|"SLP"|"NA"
"MECHANISM LTD MKII"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM LTD"|"MECHANISM LTD"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM LTD. PRECISION ANEROID MK 2"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM LTD/791"|"MECHANISM LTD"|"UNKNOWN"|"UNKNOWN"|"791"|"SLP"|"NA"
"MECHANISM Ltd. PRECISION ANEROID MK 2"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM MK 2"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM MK2"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM PRECISION ANEROID MK 2"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM, MK2"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM- MK2"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM-MK2"|"MECHANISM LTD"|"MK II"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MECHANISM/847"|"MECHANISM LTD"|"UNKNOWN"|"UNKNOWN"|"847"|"SLP"|"NA"
"MET OFFICE PRECISION ANEROID BAROMETER MK2 , REF MET 20,0005"|"MET OFFICE"|"PRECISION ANEROID BAROMETER MK2"|"UNKNOWN"|"REF MET 20-0005"|"SLP"|"NA"
"MET OFFICE PRECISION ANEROID BAROMETER MK2- REF MET 20-0005"|"MET OFFICE"|"PRECISION ANEROID BAROMETER MK2"|"UNKNOWN"|"REF MET 20-0005"|"SLP"|"NA"
"METEOGRAF"|"RABER"|"METEOGRAF"|"BAROGRAPH"|"UNKNOWN"|"SLP"|"NA"
"METEOGRAPH 1 YEAR ELECTRIC"|"RABER"|"METEOGRAF"|"BAROGRAPH"|"UNKNOWN"|"SLP"|"NA"
"METEOGRAPH CH-6024"|"RABER"|"METEOGRAF"|"BAROGRAPH"|"UNKNOWN"|"SLP"|"NA"
"METEOGRAPH MEPC + HM"|"RABER"|"METEOGRAF"|"BAROGRAPH"|"UNKNOWN"|"SLP"|"NA"
"METEOGRAPH"|"RABER"|"METEOGRAF"|"BAROGRAPH"|"UNKNOWN"|"SLP"|"NA"
"MINTAKA / DUAL SENSOR"|"MINTAKA"|"DUO STAR"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MINTAKA DUO"|"MINTAKA"|"DUO STAR"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MINTAKA STAR"|"MINTAKA"|"DUO STAR"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"MINTAKA Star"|"MINTAKA"|"DUO STAR"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
